,ISBN,book_id,Publication Year,Author,Title,AvgRating,Image-URL,Image-URL-S
1404,0802433243,1405,2009,Margaret Atwood,"The Year of the Flood  (MaddAddam, #2)",4.05,https://images.gr-assets.com/books/1327906873m/6080337.jpg,https://images.gr-assets.com/books/1327906873s/6080337.jpg
1405,0375413081,1406,2009,Kristin Hannah,Winter Garden,4.13,https://images.gr-assets.com/books/1265932201m/6668467.jpg,https://images.gr-assets.com/books/1265932201s/6668467.jpg
1406,1400034779,1407,2003,John Grisham,The King of Torts,3.67,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1407,038533303X,1408,2006,"Marcus Luttrell, Patrick Robinson",Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,4.34,https://images.gr-assets.com/books/1344265535m/711901.jpg,https://images.gr-assets.com/books/1344265535s/711901.jpg
1408,0451163753,1409,2008,Chetan Bhagat,The 3 Mistakes of My Life,2.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1409,0440414520,1410,1926,Agatha Christie,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1410,0786885688,1411,1940,Richard Wright,Native Son,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1411,0671880187,1412,2008,Brent Weeks,"Shadow's Edge (Night Angel, #2)",4.27,https://images.gr-assets.com/books/1327881435m/3754016.jpg,https://images.gr-assets.com/books/1327881435s/3754016.jpg
1412,1558506454,1413,2011,Veronica Rossi,"Under the Never Sky (Under the Never Sky, #1)",4.01,https://images.gr-assets.com/books/1356591725m/11594257.jpg,https://images.gr-assets.com/books/1356591725s/11594257.jpg
1413,0895773538,1414,2003,Nicholas Sparks,"True Believer (Jeremy Marsh & Lexie Darnell, #1)",3.8,https://images.gr-assets.com/books/1385739017m/3464.jpg,https://images.gr-assets.com/books/1385739017s/3464.jpg
1414,0385247745,1415,2011,Eric Ries,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,4.04,https://images.gr-assets.com/books/1333576876m/10127019.jpg,https://images.gr-assets.com/books/1333576876s/10127019.jpg
1415,0385293542,1416,2012,Richelle Mead,"The Golden Lily (Bloodlines, #2)",4.36,https://images.gr-assets.com/books/1360599818m/8709523.jpg,https://images.gr-assets.com/books/1360599818s/8709523.jpg
1416,0802069347,1417,2008,Lauren Weisberger,Chasing Harry Winston,3.32,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1417,0671721038,1418,1983,David Eddings,"Magician's Gambit (The Belgariad, #3)",4.13,https://images.gr-assets.com/books/1315276590m/44688.jpg,https://images.gr-assets.com/books/1315276590s/44688.jpg
1418,0671311891,1419,2009,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",The Stand: Captain Trips,4.43,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1419,0345387007,1420,1960,William L. Shirer,The Rise and Fall of the Third Reich: A History of Nazi Germany,4.15,https://images.gr-assets.com/books/1331223772m/767171.jpg,https://images.gr-assets.com/books/1331223772s/767171.jpg
1420,037570504X,1421,2005,Nick Hornby,A Long Way Down,3.41,https://images.gr-assets.com/books/1467861525m/10073.jpg,https://images.gr-assets.com/books/1467861525s/10073.jpg
1421,0767902521,1422,1993,"Jeff Smith, Steve Hamaker","Out from Boneville (Bone, #1)",4.16,https://images.gr-assets.com/books/1327921261m/106134.jpg,https://images.gr-assets.com/books/1327921261s/106134.jpg
1422,0892967048,1423,1995,Stephen King,Rose Madder,3.66,https://images.gr-assets.com/books/1375870513m/10619.jpg,https://images.gr-assets.com/books/1375870513s/10619.jpg
1423,0553377868,1424,1998,Lee Child,"Die Trying (Jack Reacher, #2)",4.0,https://images.gr-assets.com/books/1377633008m/220969.jpg,https://images.gr-assets.com/books/1377633008s/220969.jpg
1424,0472113658,1425,2011,"Kami Garcia, Margaret Stohl, Paz Pruneda","Beautiful Chaos (Caster Chronicles, #3)",3.95,https://images.gr-assets.com/books/1327878503m/10757833.jpg,https://images.gr-assets.com/books/1327878503s/10757833.jpg
1425,0609608444,1426,1999,Jodi Picoult,Keeping Faith,3.79,https://images.gr-assets.com/books/1407111555m/10913.jpg,https://images.gr-assets.com/books/1407111555s/10913.jpg
1426,0670032425,1427,2007,Joe Hill,Heart-Shaped Box,3.82,https://images.gr-assets.com/books/1328043955m/153025.jpg,https://images.gr-assets.com/books/1328043955s/153025.jpg
1427,0915811332,1428,2010,Jeff Kinney,"Cabin Fever (Diary of a Wimpy Kid, #6)",4.21,https://images.gr-assets.com/books/1350396037m/11254250.jpg,https://images.gr-assets.com/books/1350396037s/11254250.jpg
1428,1558744606,1429,2008,Brent Weeks,"Beyond the Shadows (Night Angel, #3)",4.29,https://images.gr-assets.com/books/1327881432m/3754026.jpg,https://images.gr-assets.com/books/1327881432s/3754026.jpg
1429,080410753X,1430,2005,Lauren Weisberger,Everyone Worth Knowing,3.39,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1430,0451526503,1431,1986,Brian Jacques,"Redwall (Redwall, #1)",4.11,https://images.gr-assets.com/books/1327877368m/7996.jpg,https://images.gr-assets.com/books/1327877368s/7996.jpg
1431,0345325818,1432,1848,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",The Communist Manifesto,3.51,https://images.gr-assets.com/books/1420003664m/30474.jpg,https://images.gr-assets.com/books/1420003664s/30474.jpg
1432,044023767X,1433,2016,Ruth Ware,The Woman in Cabin 10,3.67,https://images.gr-assets.com/books/1465878007m/28187230.jpg,https://images.gr-assets.com/books/1465878007s/28187230.jpg
1433,014131088X,1434,1826,James Fenimore Cooper,The Last of the Mohicans (The Leatherstocking Tales #2),3.69,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1434,043909013X,1435,1979,William Styron,Sophie's Choice,4.18,https://images.gr-assets.com/books/1356714742m/228560.jpg,https://images.gr-assets.com/books/1356714742s/228560.jpg
1435,0140244824,1436,2004,Sophie Kinsella,"Shopaholic and Sister (Shopaholic, #4)",3.64,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1436,155643068X,1437,2010,Julie Kagawa,The Iron Daughter,4.13,https://images.gr-assets.com/books/1271790654m/7747064.jpg,https://images.gr-assets.com/books/1271790654s/7747064.jpg
1437,096478260X,1438,2000,Bruce H. Wilkinson,The Prayer of Jabez:  Breaking Through to the Blessed Life,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1438,155643152X,1439,2012,Karen Thompson Walker,The Age of Miracles,3.64,https://images.gr-assets.com/books/1342487370m/12401556.jpg,https://images.gr-assets.com/books/1342487370s/12401556.jpg
1439,0553346768,1440,2009,Mitch Albom,Have a Little Faith: a True Story,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1440,0884043142,1441,2006,"Julia Child, Alex Prud'Homme",My Life in France,4.16,https://images.gr-assets.com/books/1395564378m/5084.jpg,https://images.gr-assets.com/books/1395564378s/5084.jpg
1441,0743221990,1442,2014,Graeme Simsion,"The Rosie Effect (Don Tillman, #2)",3.56,https://images.gr-assets.com/books/1426407990m/21844019.jpg,https://images.gr-assets.com/books/1426407990s/21844019.jpg
1442,0312983212,1443,2011,Amish Tripathi,The Secret of the Nagas (Shiva Trilogy #2),3.98,https://images.gr-assets.com/books/1308930273m/11827808.jpg,https://images.gr-assets.com/books/1308930273s/11827808.jpg
1443,0553486411,1444,1982,Charles Bukowski,Ham on Rye,4.16,https://images.gr-assets.com/books/1388195001m/38501.jpg,https://images.gr-assets.com/books/1388195001s/38501.jpg
1444,3478088534,1445,2001,Wendelin Van Draanen,Flipped,3.94,https://images.gr-assets.com/books/1388554293m/331920.jpg,https://images.gr-assets.com/books/1388554293s/331920.jpg
1445,3821807059,1446,2003,"Travis Bradberry, Jean Greaves, Patrick Lencioni",Emotional Intelligence 2.0,3.81,https://images.gr-assets.com/books/1328765863m/6486483.jpg,https://images.gr-assets.com/books/1328765863s/6486483.jpg
1446,0865532168,1447,1941,Robert McCloskey,Make Way for Ducklings,4.21,https://images.gr-assets.com/books/1362580777m/29291.jpg,https://images.gr-assets.com/books/1362580777s/29291.jpg
1447,059040640X,1448,1995,"Douglas Preston, Lincoln Child","Relic (Pendergast, #1)",4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1448,1566197155,1449,1995,Bill Bryson,Notes from a Small Island,3.91,https://images.gr-assets.com/books/1479653223m/28.jpg,https://images.gr-assets.com/books/1479653223s/28.jpg
1449,0805210318,1450,2008,Jim Butcher,"Small Favor (The Dresden Files, #10)",4.43,https://images.gr-assets.com/books/1298085176m/927979.jpg,https://images.gr-assets.com/books/1298085176s/927979.jpg
1450,031227999X,1451,2009,Robert Kirkman,"The Walking Dead, Compendium 1",4.43,https://images.gr-assets.com/books/1449865699m/6465707.jpg,https://images.gr-assets.com/books/1449865699s/6465707.jpg
1451,0385508417,1452,2005,Shannon Hale,"Princess Academy (Princess Academy, #1)",4.01,https://images.gr-assets.com/books/1349410861m/85990.jpg,https://images.gr-assets.com/books/1349410861s/85990.jpg
1452,0385510438,1453,2015,"Nicola Yoon, David Yoon","Everything, Everything",4.11,https://images.gr-assets.com/books/1450515891m/18692431.jpg,https://images.gr-assets.com/books/1450515891s/18692431.jpg
1453,0848705459,1454,1912,George Bernard Shaw,Pygmalion,3.9,https://images.gr-assets.com/books/1453757285m/7714.jpg,https://images.gr-assets.com/books/1453757285s/7714.jpg
1454,0380723638,1455,2012,Barbara Kingsolver,Flight Behavior,3.75,https://images.gr-assets.com/books/1352212134m/13438524.jpg,https://images.gr-assets.com/books/1352212134s/13438524.jpg
1455,0718001044,1456,2008,Brandon Mull,"Grip of the Shadow Plague (Fablehaven, #3)",4.26,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1456,0307132668,1457,1999,Helen Fielding,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",3.53,https://images.gr-assets.com/books/1395233618m/363752.jpg,https://images.gr-assets.com/books/1395233618s/363752.jpg
1457,0812515722,1458,1994,Louis de Bernières,Corelli's Mandolin,3.95,https://images.gr-assets.com/books/1479680795m/3388.jpg,https://images.gr-assets.com/books/1479680795s/3388.jpg
1458,0373169876,1459,2004,Nicholas Sparks,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",3.81,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1459,0890842795,1460,2000,Bill Bryson,In a Sunburned Country,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1460,0385324057,1461,1894,Arthur Conan Doyle,The Memoirs of Sherlock Holmes,4.32,https://images.gr-assets.com/books/1410716044m/194373.jpg,https://images.gr-assets.com/books/1410716044s/194373.jpg
1461,9505470010,1462,2012,Adam Johnson,The Orphan Master's Son,4.06,https://images.gr-assets.com/books/1327878601m/11529868.jpg,https://images.gr-assets.com/books/1327878601s/11529868.jpg
1462,0609602535,1463,1984,David Eddings,"Enchanters' End Game (The Belgariad, #5)",4.17,https://images.gr-assets.com/books/1217735909m/44687.jpg,https://images.gr-assets.com/books/1217735909s/44687.jpg
1463,0425185710,1464,2003,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",The Complete Persepolis,4.36,https://images.gr-assets.com/books/1327876995m/991197.jpg,https://images.gr-assets.com/books/1327876995s/991197.jpg
1464,0061030651,1465,1967,Chaim Potok,The Chosen,4.03,https://images.gr-assets.com/books/1403191327m/187181.jpg,https://images.gr-assets.com/books/1403191327s/187181.jpg
1465,0425178773,1466,1958,"Irving Stone, שמואל שניצר",The Agony and the Ecstasy,4.09,https://images.gr-assets.com/books/1327879079m/321552.jpg,https://images.gr-assets.com/books/1327879079s/321552.jpg
1466,0553575619,1467,2008,"Carlos Ruiz Zafón, Lucia Graves","The Angel's Game (The Cemetery of Forgotten Books, #2)",3.86,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1467,0671578391,1468,2004,Cecelia Ahern,"Love, Rosie",3.95,https://images.gr-assets.com/books/1420732457m/147865.jpg,https://images.gr-assets.com/books/1420732457s/147865.jpg
1468,0425095584,1469,1963,"Peggy Parish, Fritz Siebel",Amelia Bedelia  (Amelia Bedelia #1),4.15,https://images.gr-assets.com/books/1353400157m/774001.jpg,https://images.gr-assets.com/books/1353400157s/774001.jpg
1469,0451409086,1470,2012,Jodi Ellen Malpas,"This Man (This Man, #1)",4.13,https://images.gr-assets.com/books/1352790466m/16140036.jpg,https://images.gr-assets.com/books/1352790466s/16140036.jpg
1470,031298250X,1471,2010,W. Bruce Cameron,"A Dog's Purpose (A Dog's Purpose, #1)",4.35,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1471,006109594X,1472,2015,Sabaa Tahir,"An Ember in the Ashes (An Ember in the Ashes, #1)",4.32,https://images.gr-assets.com/books/1417957944m/20560137.jpg,https://images.gr-assets.com/books/1417957944s/20560137.jpg
1472,0671527215,1473,2008,J.R. Ward,"Lover Enshrined (Black Dagger Brotherhood, #6)",4.12,https://images.gr-assets.com/books/1327896547m/1240662.jpg,https://images.gr-assets.com/books/1327896547s/1240662.jpg
1473,0486203077,1474,2013,Helene Wecker,"The Golem and the Jinni (The Golem and the Jinni, #1)",4.1,https://images.gr-assets.com/books/1349205573m/15819028.jpg,https://images.gr-assets.com/books/1349205573s/15819028.jpg
1474,2894850743,1475,2012,"أحلام مستغانمي, Ahlam Mosteghanemi",الأسود يليق بك,3.72,https://images.gr-assets.com/books/1351004560m/16081961.jpg,https://images.gr-assets.com/books/1351004560s/16081961.jpg
1475,0671522817,1476,2003,"Lemony Snicket, Brett Helquist","The Slippery Slope (A Series of Unfortunate Events, #10)",4.0,https://images.gr-assets.com/books/1343701012m/297792.jpg,https://images.gr-assets.com/books/1343701012s/297792.jpg
1476,0618074716,1477,1853,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",Bleak House,4.0,https://images.gr-assets.com/books/1280113147m/31242.jpg,https://images.gr-assets.com/books/1280113147s/31242.jpg
1477,1400062888,1478,1938,Esphyr Slobodkina,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",4.12,https://images.gr-assets.com/books/1348541342m/775597.jpg,https://images.gr-assets.com/books/1348541342s/775597.jpg
1478,0618045996,1479,2004,Jim Butcher,"Furies of Calderon (Codex Alera, #1)",4.12,https://images.gr-assets.com/books/1329104514m/29396.jpg,https://images.gr-assets.com/books/1329104514s/29396.jpg
1479,0312303033,1480,1983,Tamora Pierce,"Alanna: The First Adventure (Song of the Lioness, #1)",4.27,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1480,1931520038,1481,2009,Audrey Niffenegger,Her Fearful Symmetry,3.23,https://images.gr-assets.com/books/1327939087m/6202342.jpg,https://images.gr-assets.com/books/1327939087s/6202342.jpg
1481,0671318314,1482,2014,Anita Diamant,The Boston Girl,3.79,https://images.gr-assets.com/books/1418103945m/22450859.jpg,https://images.gr-assets.com/books/1418103945s/22450859.jpg
1482,0553377876,1483,2009,J.R. Ward,"Lover Avenged (Black Dagger Brotherhood, #7)",4.38,https://images.gr-assets.com/books/1321039998m/5098079.jpg,https://images.gr-assets.com/books/1321039998s/5098079.jpg
1483,1558612815,1484,1990,Dan Simmons,"The Fall of Hyperion (Hyperion Cantos, #2)",4.18,https://images.gr-assets.com/books/1429215870m/77565.jpg,https://images.gr-assets.com/books/1429215870s/77565.jpg
1484,014025448X,1485,1987,James Ellroy,"The Black Dahlia (L.A. Quartet, #1)",3.75,https://images.gr-assets.com/books/1387048173m/21704.jpg,https://images.gr-assets.com/books/1387048173s/21704.jpg
1485,0060934417,1486,1871,"Lewis Carroll, John Tenniel, Peter Glassman","Through the Looking-Glass, and What Alice Found There",4.06,https://images.gr-assets.com/books/1359299332m/83346.jpg,https://images.gr-assets.com/books/1359299332s/83346.jpg
1486,0671793489,1487,1991,Jung Chang,Wild Swans: Three Daughters of China,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1487,0174434642,1488,1961,P.D. Eastman,"Go, Dog. Go!",4.08,https://images.gr-assets.com/books/1333578440m/460548.jpg,https://images.gr-assets.com/books/1333578440s/460548.jpg
